OBJECTID	NUTS_ID	CNTR_CODE	NUTS_NAME	NAME_LATN	NAME_ASCI	NAME_HTML
1	UKM22	UK	Clackmannanshire and Fife	Clackmannanshire and Fife	Clackmannanshire and Fife	Clackmannanshire and Fife
2	UKM23	UK	East Lothian and Midlothian	East Lothian and Midlothian	East Lothian and Midlothian	East Lothian and Midlothian
3	UKM24	UK	Scottish Borders	Scottish Borders	Scottish Borders	Scottish Borders
4	UKM25	UK	Edinburgh, City of	Edinburgh, City of	Edinburgh, City of	Edinburgh, City of
5	UKM26	UK	Falkirk	Falkirk	Falkirk	Falkirk
6	UKM27	UK	Perth & Kinross and Stirling	Perth & Kinross and Stirling	Perth & Kinross and Stirling	Perth & Kinross and Stirling
7	UKM28	UK	West Lothian	West Lothian	West Lothian	West Lothian
8	UKM3	UK	South Western Scotland	South Western Scotland	South Western Scotland	South Western Scotland
9	UKM31	UK	East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond	East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond	East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond	East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond
10	UKM32	UK	Dumfries & Galloway	Dumfries & Galloway	Dumfries & Galloway	Dumfries & Galloway
11	UKM33	UK	East Ayrshire and North Ayrshire mainland	East Ayrshire and North Ayrshire mainland	East Ayrshire and North Ayrshire mainland	East Ayrshire and North Ayrshire mainland
12	UKM34	UK	Glasgow City	Glasgow City	Glasgow City	Glasgow City
13	UKM35	UK	Inverclyde, East Renfrewshire and Renfrewshire	Inverclyde, East Renfrewshire and Renfrewshire	Inverclyde, East Renfrewshire and Renfrewshire	Inverclyde, East Renfrewshire and Renfrewshire
14	UKM36	UK	North Lanarkshire	North Lanarkshire	North Lanarkshire	North Lanarkshire
15	UKM37	UK	South Ayrshire	South Ayrshire	South Ayrshire	South Ayrshire
16	UKM38	UK	South Lanarkshire	South Lanarkshire	South Lanarkshire	South Lanarkshire
17	UKM5	UK	North Eastern Scotland	North Eastern Scotland	North Eastern Scotland	North Eastern Scotland
18	UKM50	UK	Aberdeen City and Aberdeenshire	Aberdeen City and Aberdeenshire	Aberdeen City and Aberdeenshire	Aberdeen City and Aberdeenshire
19	UKM6	UK	Highlands and Islands	Highlands and Islands	Highlands and Islands	Highlands and Islands
20	UKM61	UK	Caithness & Sutherland and Ross & Cromarty	Caithness & Sutherland and Ross & Cromarty	Caithness & Sutherland and Ross & Cromarty	Caithness & Sutherland and Ross & Cromarty
21	UKM62	UK	Inverness & Nairn and Moray, Badenoch & Strathspey	Inverness & Nairn and Moray, Badenoch & Strathspey	Inverness & Nairn and Moray, Badenoch & Strathspey	Inverness & Nairn and Moray, Badenoch & Strathspey
22	UKM63	UK	Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute	Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute	Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute	Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute
23	UKM64	UK	Eilean Siar (Western Isles)	Eilean Siar (Western Isles)	Eilean Siar (Western Isles)	Eilean Siar (Western Isles)
24	UKM65	UK	Orkney Islands	Orkney Islands	Orkney Islands	Orkney Islands
25	UKM66	UK	Shetland Islands	Shetland Islands	Shetland Islands	Shetland Islands
26	UKN	UK	Northern Ireland	Northern Ireland	Northern Ireland	Northern Ireland
27	UKN0	UK	Northern Ireland	Northern Ireland	Northern Ireland	Northern Ireland
28	UKN01	UK	Belfast	Belfast	Belfast	Belfast
29	UKN02	UK	Outer Belfast	Outer Belfast	Outer Belfast	Outer Belfast
30	UKN03	UK	East of Northern Ireland	East of Northern Ireland	East of Northern Ireland	East of Northern Ireland
31	UKN04	UK	North of Northern Ireland	North of Northern Ireland	North of Northern Ireland	North of Northern Ireland
32	UKN05	UK	West and South of Northern Ireland	West and South of Northern Ireland	West and South of Northern Ireland	West and South of Northern Ireland
33	UKG1	UK	Herefordshire, Worcestershire and Warwickshire	Herefordshire, Worcestershire and Warwickshire	Herefordshire, Worcestershire and Warwickshire	Herefordshire, Worcestershire and Warwickshire
34	UKG11	UK	Herefordshire, County of	Herefordshire, County of	Herefordshire, County of	Herefordshire, County of
35	UKG12	UK	Worcestershire	Worcestershire	Worcestershire	Worcestershire
36	UKG13	UK	Warwickshire	Warwickshire	Warwickshire	Warwickshire
37	UKG2	UK	Shropshire and Staffordshire	Shropshire and Staffordshire	Shropshire and Staffordshire	Shropshire and Staffordshire
38	UKG21	UK	Telford and Wrekin	Telford and Wrekin	Telford and Wrekin	Telford and Wrekin
39	UKG22	UK	Shropshire CC	Shropshire CC	Shropshire CC	Shropshire CC
40	UKG23	UK	Stoke-on-Trent	Stoke-on-Trent	Stoke-on-Trent	Stoke-on-Trent
41	UKG24	UK	Staffordshire CC	Staffordshire CC	Staffordshire CC	Staffordshire CC
42	UKG3	UK	West Midlands	West Midlands	West Midlands	West Midlands
43	UKG31	UK	Birmingham	Birmingham	Birmingham	Birmingham
44	UKG32	UK	Solihull	Solihull	Solihull	Solihull
45	UKG33	UK	Coventry	Coventry	Coventry	Coventry
46	UKG34	UK	Dudley and Sandwell	Dudley and Sandwell	Dudley and Sandwell	Dudley and Sandwell
47	UKG35	UK	Walsall and Wolverhampton	Walsall and Wolverhampton	Walsall and Wolverhampton	Walsall and Wolverhampton
48	UKH	UK	East of England	East of England	East of England	East of England
49	UKH1	UK	East Anglia	East Anglia	East Anglia	East Anglia
50	UKH11	UK	Peterborough	Peterborough	Peterborough	Peterborough
51	UKH12	UK	Cambridgeshire CC	Cambridgeshire CC	Cambridgeshire CC	Cambridgeshire CC
52	UKH13	UK	Norfolk	Norfolk	Norfolk	Norfolk
53	UKH14	UK	Suffolk	Suffolk	Suffolk	Suffolk
54	UKH2	UK	Bedfordshire and Hertfordshire	Bedfordshire and Hertfordshire	Bedfordshire and Hertfordshire	Bedfordshire and Hertfordshire
55	UKH21	UK	Luton	Luton	Luton	Luton
56	UKH22	UK	Bedfordshire CC	Bedfordshire CC	Bedfordshire CC	Bedfordshire CC
57	UKH23	UK	Hertfordshire	Hertfordshire	Hertfordshire	Hertfordshire
58	UKH3	UK	Essex	Essex	Essex	Essex
59	UKH31	UK	Southend-on-Sea	Southend-on-Sea	Southend-on-Sea	Southend-on-Sea
60	UKH32	UK	Thurrock	Thurrock	Thurrock	Thurrock
61	UKH33	UK	Essex CC	Essex CC	Essex CC	Essex CC
62	UKI	UK	London	London	London	London
63	UKI1	UK	Inner London	Inner London	Inner London	Inner London
64	UKI11	UK	Inner London - West	Inner London - West	Inner London - West	Inner London - West
65	UKI12	UK	Inner London - East	Inner London - East	Inner London - East	Inner London - East
66	UKI2	UK	Outer London	Outer London	Outer London	Outer London
67	UKI21	UK	Outer London - East and North East	Outer London - East and North East	Outer London - East and North East	Outer London - East and North East
68	UKI22	UK	Outer London - South	Outer London - South	Outer London - South	Outer London - South
69	UKI23	UK	Outer London - West and North West	Outer London - West and North West	Outer London - West and North West	Outer London - West and North West
70	UKJ	UK	South East (England)	South East (England)	South East (England)	South East (England)
71	UKJ1	UK	Berkshire, Buckinghamshire and Oxfordshire	Berkshire, Buckinghamshire and Oxfordshire	Berkshire, Buckinghamshire and Oxfordshire	Berkshire, Buckinghamshire and Oxfordshire
72	UKJ11	UK	Berkshire	Berkshire	Berkshire	Berkshire
73	UKJ12	UK	Milton Keynes	Milton Keynes	Milton Keynes	Milton Keynes
74	UKJ13	UK	Buckinghamshire CC	Buckinghamshire CC	Buckinghamshire CC	Buckinghamshire CC
75	UKJ14	UK	Oxfordshire	Oxfordshire	Oxfordshire	Oxfordshire
76	UKJ2	UK	Surrey, East and West Sussex	Surrey, East and West Sussex	Surrey, East and West Sussex	Surrey, East and West Sussex
77	UKJ21	UK	Brighton and Hove	Brighton and Hove	Brighton and Hove	Brighton and Hove
78	UKJ22	UK	East Sussex CC	East Sussex CC	East Sussex CC	East Sussex CC
79	UKJ23	UK	Surrey	Surrey	Surrey	Surrey
80	UKJ24	UK	West Sussex	West Sussex	West Sussex	West Sussex
81	UKJ3	UK	Hampshire and Isle of Wight	Hampshire and Isle of Wight	Hampshire and Isle of Wight	Hampshire and Isle of Wight
82	UKJ31	UK	Portsmouth	Portsmouth	Portsmouth	Portsmouth
83	UKJ32	UK	Southampton	Southampton	Southampton	Southampton
84	UKJ33	UK	Hampshire CC	Hampshire CC	Hampshire CC	Hampshire CC
85	UKJ34	UK	Isle of Wight	Isle of Wight	Isle of Wight	Isle of Wight
86	UKJ4	UK	Kent	Kent	Kent	Kent
87	UKJ41	UK	Medway	Medway	Medway	Medway
88	UKJ42	UK	Kent CC	Kent CC	Kent CC	Kent CC
89	UKK	UK	South West (England)	South West (England)	South West (England)	South West (England)
90	UKK1	UK	Gloucestershire, Wiltshire and Bristol/Bath area	Gloucestershire, Wiltshire and Bristol/Bath area	Gloucestershire, Wiltshire and Bristol/Bath area	Gloucestershire, Wiltshire and Bristol/Bath area
91	UKK11	UK	Bristol, City of	Bristol, City of	Bristol, City of	Bristol, City of
92	UKK12	UK	Bath and North East Somerset, North Somerset and South Gloucestershire	Bath and North East Somerset, North Somerset and South Gloucestershire	Bath and North East Somerset, North Somerset and South Gloucestershire	Bath and North East Somerset, North Somerset and South Gloucestershire
93	UKK13	UK	Gloucestershire	Gloucestershire	Gloucestershire	Gloucestershire
94	UKK14	UK	Swindon	Swindon	Swindon	Swindon
95	UKK15	UK	Wiltshire CC	Wiltshire CC	Wiltshire CC	Wiltshire CC
96	UKK2	UK	Dorset and Somerset	Dorset and Somerset	Dorset and Somerset	Dorset and Somerset
97	UKK21	UK	Bournemouth and Poole	Bournemouth and Poole	Bournemouth and Poole	Bournemouth and Poole
98	UKK22	UK	Dorset CC	Dorset CC	Dorset CC	Dorset CC
99	UKK23	UK	Somerset	Somerset	Somerset	Somerset
100	UKK3	UK	Cornwall and Isles of Scilly	Cornwall and Isles of Scilly	Cornwall and Isles of Scilly	Cornwall and Isles of Scilly
101	UKK30	UK	Cornwall and Isles of Scilly	Cornwall and Isles of Scilly	Cornwall and Isles of Scilly	Cornwall and Isles of Scilly
102	UKK4	UK	Devon	Devon	Devon	Devon
103	UKK41	UK	Plymouth	Plymouth	Plymouth	Plymouth
104	UKK42	UK	Torbay	Torbay	Torbay	Torbay
105	UKK43	UK	Devon CC	Devon CC	Devon CC	Devon CC
106	UKL	UK	Wales	Wales	Wales	Wales
107	UKL1	UK	West Wales and The Valleys	West Wales and The Valleys	West Wales and The Valleys	West Wales and The Valleys
108	UKL11	UK	Isle of Anglesey	Isle of Anglesey	Isle of Anglesey	Isle of Anglesey
109	UKL12	UK	Gwynedd	Gwynedd	Gwynedd	Gwynedd
110	UKL13	UK	Conwy and Denbighshire	Conwy and Denbighshire	Conwy and Denbighshire	Conwy and Denbighshire
111	UKL14	UK	South West Wales	South West Wales	South West Wales	South West Wales
112	UKL15	UK	Central Valleys	Central Valleys	Central Valleys	Central Valleys
113	UKL16	UK	Gwent Valleys	Gwent Valleys	Gwent Valleys	Gwent Valleys
114	UKL17	UK	Bridgend and Neath Port Talbot	Bridgend and Neath Port Talbot	Bridgend and Neath Port Talbot	Bridgend and Neath Port Talbot
115	UKL18	UK	Swansea	Swansea	Swansea	Swansea
116	UKL2	UK	East Wales	East Wales	East Wales	East Wales
117	UKL21	UK	Monmouthshire and Newport	Monmouthshire and Newport	Monmouthshire and Newport	Monmouthshire and Newport
118	UKL22	UK	Cardiff and Vale of Glamorgan	Cardiff and Vale of Glamorgan	Cardiff and Vale of Glamorgan	Cardiff and Vale of Glamorgan
119	UKL23	UK	Flintshire and Wrexham	Flintshire and Wrexham	Flintshire and Wrexham	Flintshire and Wrexham
120	UKL24	UK	Powys	Powys	Powys	Powys
121	UKM	UK	Scotland	Scotland	Scotland	Scotland
122	UKM2	UK	Eastern Scotland	Eastern Scotland	Eastern Scotland	Eastern Scotland
123	UKM21	UK	Angus and Dundee City	Angus and Dundee City	Angus and Dundee City	Angus and Dundee City
124	TR832	TR	Tokat	Tokat	Tokat	Tokat
125	TR833	TR	Çorum	Çorum	Corum	&#x00C7;orum
126	TR834	TR	Amasya	Amasya	Amasya	Amasya
127	TR9	TR	Dogu Karadeniz	Dogu Karadeniz	Dogu Karadeniz	Dogu Karadeniz
128	TR90	TR	Dogu Karadeniz	Dogu Karadeniz	Dogu Karadeniz	Dogu Karadeniz
129	TR901	TR	Trabzon	Trabzon	Trabzon	Trabzon
130	TR902	TR	Ordu	Ordu	Ordu	Ordu
131	TR903	TR	Giresun	Giresun	Giresun	Giresun
132	TR904	TR	Rize	Rize	Rize	Rize
133	TR905	TR	Artvin	Artvin	Artvin	Artvin
134	TR906	TR	Gümüşhane	Gümüşhane	Gumushane	G&#x00FC;m&#x00FC;&#x015F;hane
135	TRA	TR	Kuzeydogu Anadolu	Kuzeydogu Anadolu	Kuzeydogu Anadolu	Kuzeydogu Anadolu
136	TRA1	TR	Erzurum	Erzurum	Erzurum	Erzurum
137	TRA11	TR	Erzurum	Erzurum	Erzurum	Erzurum
138	TRA12	TR	Erzincan	Erzincan	Erzincan	Erzincan
139	TRA13	TR	Bayburt	Bayburt	Bayburt	Bayburt
140	TRA2	TR	Ağrı	Ağrı	Agri	A&#x011F;r&#x0131;
141	TRA21	TR	Ağrı	Ağrı	Agri	A&#x011F;r&#x0131;
142	TRA22	TR	Kars	Kars	Kars	Kars
143	TRA23	TR	Iğdır	Iğdır	Igdir	I&#x011F;d&#x0131;r
144	TRA24	TR	Ardahan	Ardahan	Ardahan	Ardahan
145	TRB	TR	Ortadogu Anadolu	Ortadogu Anadolu	Ortadogu Anadolu	Ortadogu Anadolu
146	TRB1	TR	Malatya	Malatya	Malatya	Malatya
147	TRB11	TR	Malatya	Malatya	Malatya	Malatya
148	TRB12	TR	Elazığ	Elazığ	Elazig	Elaz&#x0131;&#x011F;
149	TRB13	TR	Bingöl	Bingöl	Bingol	Bing&#x00F6;l
150	TRB14	TR	Tunceli	Tunceli	Tunceli	Tunceli
151	TRB2	TR	Van	Van	Van	Van
152	TRB21	TR	Van	Van	Van	Van
153	TRB22	TR	Muş	Muş	Mus	Mu&#x015F;
154	TRB23	TR	Bitlis	Bitlis	Bitlis	Bitlis
155	TRB24	TR	Hakkari	Hakkari	Hakkari	Hakkari
156	TRC	TR	Guneydogu Anadolu	Guneydogu Anadolu	Guneydogu Anadolu	Guneydogu Anadolu
157	TRC1	TR	Gaziantep	Gaziantep	Gaziantep	Gaziantep
158	TRC11	TR	Gaziantep	Gaziantep	Gaziantep	Gaziantep
159	TRC12	TR	Adıyaman	Adıyaman	Adiyaman	Ad&#x0131;yaman
160	TRC13	TR	Kilis	Kilis	Kilis	Kilis
161	TRC2	TR	Şanlıurfa	Şanlıurfa	Sanliurfa	&#x015E;anl&#x0131;urfa
162	TRC21	TR	Şanlıurfa	Şanlıurfa	Sanliurfa	&#x015E;anl&#x0131;urfa
163	TRC22	TR	Diyarbakır	Diyarbakır	Diyarbakir	Diyarbak&#x0131;r
164	TRC3	TR	Mardin	Mardin	Mardin	Mardin
165	TRC31	TR	Mardin	Mardin	Mardin	Mardin
166	TRC32	TR	Batman	Batman	Batman	Batman
167	TRC33	TR	Şırnak	Şırnak	Sirnak	&#x015E;&#x0131;rnak
168	TRC34	TR	Siirt	Siirt	Siirt	Siirt
169	UK	UK	United Kingdom	United Kingdom	United Kingdom	United Kingdom
170	UKC	UK	North East (England)	North East (England)	North East (England)	North East (England)
171	UKC1	UK	Tees Valley and Durham	Tees Valley and Durham	Tees Valley and Durham	Tees Valley and Durham
172	UKC11	UK	Hartlepool and Stockton-on-Tees	Hartlepool and Stockton-on-Tees	Hartlepool and Stockton-on-Tees	Hartlepool and Stockton-on-Tees
173	UKC12	UK	South Teesside	South Teesside	South Teesside	South Teesside
174	UKC13	UK	Darlington	Darlington	Darlington	Darlington
175	UKC14	UK	Durham CC	Durham CC	Durham CC	Durham CC
176	UKC2	UK	Northumberland and Tyne and Wear	Northumberland and Tyne and Wear	Northumberland and Tyne and Wear	Northumberland and Tyne and Wear
177	UKC21	UK	Northumberland	Northumberland	Northumberland	Northumberland
178	UKC22	UK	Tyneside	Tyneside	Tyneside	Tyneside
179	UKC23	UK	Sunderland	Sunderland	Sunderland	Sunderland
180	UKD	UK	North West (England)	North West (England)	North West (England)	North West (England)
181	UKD1	UK	Cumbria	Cumbria	Cumbria	Cumbria
182	UKD11	UK	West Cumbria	West Cumbria	West Cumbria	West Cumbria
183	UKD12	UK	East Cumbria	East Cumbria	East Cumbria	East Cumbria
184	UKD2	UK	Cheshire	Cheshire	Cheshire	Cheshire
185	UKD21	UK	Halton and Warrington	Halton and Warrington	Halton and Warrington	Halton and Warrington
186	UKD22	UK	Cheshire CC	Cheshire CC	Cheshire CC	Cheshire CC
187	UKD3	UK	Greater Manchester	Greater Manchester	Greater Manchester	Greater Manchester
188	UKD31	UK	Greater Manchester South	Greater Manchester South	Greater Manchester South	Greater Manchester South
189	UKD32	UK	Greater Manchester North	Greater Manchester North	Greater Manchester North	Greater Manchester North
190	UKD4	UK	Lancashire	Lancashire	Lancashire	Lancashire
191	UKD41	UK	Blackburn with Darwen	Blackburn with Darwen	Blackburn with Darwen	Blackburn with Darwen
192	UKD42	UK	Blackpool	Blackpool	Blackpool	Blackpool
193	UKD43	UK	Lancashire CC	Lancashire CC	Lancashire CC	Lancashire CC
194	UKD5	UK	Merseyside	Merseyside	Merseyside	Merseyside
195	UKD51	UK	East Merseyside	East Merseyside	East Merseyside	East Merseyside
196	UKD52	UK	Liverpool	Liverpool	Liverpool	Liverpool
197	UKD53	UK	Sefton	Sefton	Sefton	Sefton
198	UKD54	UK	Wirral	Wirral	Wirral	Wirral
199	UKE	UK	Yorkshire and the Humber	Yorkshire and the Humber	Yorkshire and the Humber	Yorkshire and the Humber
200	UKE1	UK	East Yorkshire and Northern Lincolnshire	East Yorkshire and Northern Lincolnshire	East Yorkshire and Northern Lincolnshire	East Yorkshire and Northern Lincolnshire
201	UKE11	UK	Kingston upon Hull, City of	Kingston upon Hull, City of	Kingston upon Hull, City of	Kingston upon Hull, City of
202	UKE12	UK	East Riding of Yorkshire	East Riding of Yorkshire	East Riding of Yorkshire	East Riding of Yorkshire
203	UKE13	UK	North and North East Lincolnshire	North and North East Lincolnshire	North and North East Lincolnshire	North and North East Lincolnshire
204	UKE2	UK	North Yorkshire	North Yorkshire	North Yorkshire	North Yorkshire
205	UKE21	UK	York	York	York	York
206	UKE22	UK	North Yorkshire CC	North Yorkshire CC	North Yorkshire CC	North Yorkshire CC
207	UKE3	UK	South Yorkshire	South Yorkshire	South Yorkshire	South Yorkshire
208	UKE31	UK	Barnsley, Doncaster and Rotherham	Barnsley, Doncaster and Rotherham	Barnsley, Doncaster and Rotherham	Barnsley, Doncaster and Rotherham
209	UKE32	UK	Sheffield	Sheffield	Sheffield	Sheffield
210	UKE4	UK	West Yorkshire	West Yorkshire	West Yorkshire	West Yorkshire
211	UKE41	UK	Bradford	Bradford	Bradford	Bradford
212	UKE42	UK	Leeds	Leeds	Leeds	Leeds
213	UKE43	UK	Calderdale, Kirklees and Wakefield	Calderdale, Kirklees and Wakefield	Calderdale, Kirklees and Wakefield	Calderdale, Kirklees and Wakefield
214	UKF	UK	East Midlands (England)	East Midlands (England)	East Midlands (England)	East Midlands (England)
215	UKF1	UK	Derbyshire and Nottinghamshire	Derbyshire and Nottinghamshire	Derbyshire and Nottinghamshire	Derbyshire and Nottinghamshire
216	UKF11	UK	Derby	Derby	Derby	Derby
217	UKF12	UK	East Derbyshire	East Derbyshire	East Derbyshire	East Derbyshire
218	UKF13	UK	South and West Derbyshire	South and West Derbyshire	South and West Derbyshire	South and West Derbyshire
219	UKF14	UK	Nottingham	Nottingham	Nottingham	Nottingham
220	UKF15	UK	North Nottinghamshire	North Nottinghamshire	North Nottinghamshire	North Nottinghamshire
221	UKF16	UK	South Nottinghamshire	South Nottinghamshire	South Nottinghamshire	South Nottinghamshire
222	UKF2	UK	Leicestershire, Rutland and Northamptonshire	Leicestershire, Rutland and Northamptonshire	Leicestershire, Rutland and Northamptonshire	Leicestershire, Rutland and Northamptonshire
223	UKF21	UK	Leicester	Leicester	Leicester	Leicester
224	UKF22	UK	Leicestershire CC and Rutland	Leicestershire CC and Rutland	Leicestershire CC and Rutland	Leicestershire CC and Rutland
225	UKF23	UK	Northamptonshire	Northamptonshire	Northamptonshire	Northamptonshire
226	UKF3	UK	Lincolnshire	Lincolnshire	Lincolnshire	Lincolnshire
227	UKF30	UK	Lincolnshire	Lincolnshire	Lincolnshire	Lincolnshire
228	UKG	UK	West Midlands (England)	West Midlands (England)	West Midlands (England)	West Midlands (England)
229	ITF33	IT	Napoli	Napoli	Napoli	Napoli
230	ITF34	IT	Avellino	Avellino	Avellino	Avellino
231	ITF35	IT	Salerno	Salerno	Salerno	Salerno
232	ITF4	IT	Puglia	Puglia	Puglia	Puglia
233	ITF41	IT	Foggia	Foggia	Foggia	Foggia
234	ITF42	IT	Bari	Bari	Bari	Bari
235	ITF43	IT	Taranto	Taranto	Taranto	Taranto
236	ITF44	IT	Brindisi	Brindisi	Brindisi	Brindisi
237	ITF45	IT	Lecce	Lecce	Lecce	Lecce
238	ITF5	IT	Basilicata	Basilicata	Basilicata	Basilicata
239	ITF51	IT	Potenza	Potenza	Potenza	Potenza
240	ITF52	IT	Matera	Matera	Matera	Matera
241	ITF6	IT	Calabria	Calabria	Calabria	Calabria
242	ITF61	IT	Cosenza	Cosenza	Cosenza	Cosenza
243	ITF62	IT	Crotone	Crotone	Crotone	Crotone
244	ITF63	IT	Catanzaro	Catanzaro	Catanzaro	Catanzaro
245	ITF64	IT	Vibo Valentia	Vibo Valentia	Vibo Valentia	Vibo Valentia
246	ITF65	IT	Reggio di Calabria	Reggio di Calabria	Reggio di Calabria	Reggio di Calabria
247	ITG	IT	Isole	Isole	Isole	Isole
248	ITG1	IT	Sicilia	Sicilia	Sicilia	Sicilia
249	ITG11	IT	Trapani	Trapani	Trapani	Trapani
250	ITG12	IT	Palermo	Palermo	Palermo	Palermo
251	ITG13	IT	Messina	Messina	Messina	Messina
252	ITG14	IT	Agrigento	Agrigento	Agrigento	Agrigento
253	ITG15	IT	Caltanissetta	Caltanissetta	Caltanissetta	Caltanissetta
254	ITG16	IT	Enna	Enna	Enna	Enna
255	ITG17	IT	Catania	Catania	Catania	Catania
256	ITG18	IT	Ragusa	Ragusa	Ragusa	Ragusa
257	ITG19	IT	Siracusa	Siracusa	Siracusa	Siracusa
258	ITG2	IT	Sardegna	Sardegna	Sardegna	Sardegna
259	ITG25	IT	Sassari	Sassari	Sassari	Sassari
260	ITG26	IT	Nuoro	Nuoro	Nuoro	Nuoro
261	ITG27	IT	Cagliari	Cagliari	Cagliari	Cagliari
262	ITG28	IT	Oristano	Oristano	Oristano	Oristano
263	ITG29	IT	Olbia-Tempio	Olbia-Tempio	Olbia-Tempio	Olbia-Tempio
264	ITG2A	IT	Ogliastra	Ogliastra	Ogliastra	Ogliastra
265	ITG2B	IT	Medio Campidano	Medio Campidano	Medio Campidano	Medio Campidano
266	ITG2C	IT	Carbonia-Iglesias	Carbonia-Iglesias	Carbonia-Iglesias	Carbonia-Iglesias
267	LI	LI	Liechtenstein	Liechtenstein	Liechtenstein	Liechtenstein
268	LI0	LI	Liechtenstein	Liechtenstein	Liechtenstein	Liechtenstein
269	LI00	LI	Liechtenstein	Liechtenstein	Liechtenstein	Liechtenstein
270	LI000	LI	Liechtenstein	Liechtenstein	Liechtenstein	Liechtenstein
271	LT	LT	Lietuva	Lietuva	Lietuva	Lietuva
272	LT0	LT	Lietuva	Lietuva	Lietuva	Lietuva
273	LT00	LT	Lietuva	Lietuva	Lietuva	Lietuva
274	LT001	LT	Alytaus apskritis	Alytaus apskritis	Alytaus apskritis	Alytaus apskritis
275	LT002	LT	Kauno apskritis	Kauno apskritis	Kauno apskritis	Kauno apskritis
276	LT003	LT	Klaipėdos apskritis	Klaipėdos apskritis	Klaipedos apskritis	Klaip&#x0117;dos apskritis
277	LT004	LT	Marijampolės apskritis	Marijampolės apskritis	Marijampoles apskritis	Marijampol&#x0117;s apskritis
278	LT005	LT	Panevėžio apskritis	Panevėžio apskritis	Panevezio apskritis	Panev&#x0117;&#x017E;io apskritis
279	LT006	LT	Šiaulių apskritis	Šiaulių apskritis	Siauliu apskritis	&#x0160;iauli&#x0173; apskritis
280	LT007	LT	Tauragės apskritis	Tauragės apskritis	Taurages apskritis	Taurag&#x0117;s apskritis
281	LT008	LT	Telšių apskritis	Telšių apskritis	Telsiu apskritis	Tel&#x0161;i&#x0173; apskritis
282	LT009	LT	Utenos apskritis	Utenos apskritis	Utenos apskritis	Utenos apskritis
283	LT00A	LT	Vilniaus apskritis	Vilniaus apskritis	Vilniaus apskritis	Vilniaus apskritis
284	LU	LU	Luxembourg (Grand-Duché)	Luxembourg (Grand-Duché)	Luxembourg (Grand-Duche)	Luxembourg (Grand-Duch&#x00E9;)
285	LU0	LU	Luxembourg (Grand-Duché)	Luxembourg (Grand-Duché)	Luxembourg (Grand-Duche)	Luxembourg (Grand-Duch&#x00E9;)
286	LU00	LU	Luxembourg (Grand-Duché)	Luxembourg (Grand-Duché)	Luxembourg (Grand-Duche)	Luxembourg (Grand-Duch&#x00E9;)
287	LU000	LU	Luxembourg (Grand-Duché)	Luxembourg (Grand-Duché)	Luxembourg (Grand-Duche)	Luxembourg (Grand-Duch&#x00E9;)
288	LV	LV	Latvija	Latvija	Latvija	Latvija
289	LV0	LV	Latvija	Latvija	Latvija	Latvija
290	LV00	LV	Latvija	Latvija	Latvija	Latvija
291	LV003	LV	Kurzeme	Kurzeme	Kurzeme	Kurzeme
292	LV005	LV	Latgale	Latgale	Latgale	Latgale
293	LV006	LV	Rīga	Rīga	Riga	R&#x012B;ga
294	LV007	LV	Pierīga	Pierīga	Pieriga	Pier&#x012B;ga
295	LV008	LV	Vidzeme	Vidzeme	Vidzeme	Vidzeme
296	LV009	LV	Zemgale	Zemgale	Zemgale	Zemgale
297	MK	MK	Поранешната југословенска Република Македонија	Poranešnata jugoslovenska Republika Makedonija	Poranesnata jugoslovenska Republika Makedonija	Porane&#x0161;nata jugoslovenska Republika Makedonija
298	MK0	MK	Поранешната југословенска Република Македонија	Poranešnata jugoslovenska Republika Makedonija	Poranesnata jugoslovenska Republika Makedonija	Porane&#x0161;nata jugoslovenska Republika Makedonija
299	MK00	MK	Поранешната југословенска Република Македонија	Poranešnata jugoslovenska Republika Makedonija	Poranesnata jugoslovenska Republika Makedonija	Porane&#x0161;nata jugoslovenska Republika Makedonija
300	MK001	MK	Вардарски	Vardarski	Vardarski	Vardarski
301	MK002	MK	Источен	Istočen	Istocen	Isto&#x010D;en
302	MK003	MK	Југозападен	Jugozapaden	Jugozapaden	Jugozapaden
303	MK004	MK	Југоисточен	Jugoistočen	Jugoistocen	Jugoisto&#x010D;en
304	MK005	MK	Пелагониски	Pelagoniski	Pelagoniski	Pelagoniski
305	MK006	MK	Полошки	Pološki	Poloski	Polo&#x0161;ki
306	MK007	MK	Североисточен	Severoistočen	Severoistocen	Severoisto&#x010D;en
307	MK008	MK	Скопски	Skopski	Skopski	Skopski
308	MT	MT	Malta	Malta	Malta	Malta
309	TR5	TR	Bati Anadolu	Bati Anadolu	Bati Anadolu	Bati Anadolu
310	TR51	TR	Ankara	Ankara	Ankara	Ankara
311	TR510	TR	Ankara	Ankara	Ankara	Ankara
312	TR52	TR	Konya	Konya	Konya	Konya
313	TR521	TR	Konya	Konya	Konya	Konya
314	TR522	TR	Karaman	Karaman	Karaman	Karaman
